id,text,label,subtype,source,received,notes
s11792,"YOUR MOBILE NO HAVE WON 4,65,00,000.00/-INR FROM LAND ROVER COMPANY UK' SEND NAME MOBILE NO AGE ADDRESS OCCUPATION REPLY TO:",scam,other_scam,smishtank,,smishtank:others
s11793,Your WhatsApp code: 768-329 You can also tap on this link to verify your phone: <URL> Don't share this code with others,scam,other_scam,smishtank,,smishtank:others
s11794,"Yello Valued Customer, thank you for reporting this issue. Please be informed that we have investigated your complaint and the necessary action has been taken. #WeDey4U",scam,other_scam,smishtank,,smishtank:others
s11795,Dear I am a project manager. You are selected for Part time/Full time Job. Now you can earn 8000 Peso <DATE>...,scam,other_scam,smishtank,,smishtank:others
s11796,Congrat Dear sir You have selected <DATE> prize Car amt <ACCT> AMAZON SHOPPING. This Is Valid <DATE>. For,scam,other_scam,smishtank,,smishtank:others
s11797,"Hello! Thank you for choosing to access Sports Pack, You have been charged Rs. 15 Your balance is Rs. 55.32",scam,other_scam,smishtank,,smishtank:others
s11798,"Dear Customer, Reference your DND SR# SR000016TYMH, the concerned operator has reverted that the reported call/SMS details were insufficient for taking further action. Please register a fresh complaint with complete details.",scam,other_scam,smishtank,,smishtank:others
s11799,Please support free food Annadan by to the poor during CORONA PANDEMIC. SAVE TAX under 80G. To DONATE NOW HARE KRISHNA,scam,other_scam,smishtank,,smishtank:others
s11800,"referring to your Apollo 247 Order <ACCT>, Your Order has been cancelled as per your request. For any support, please speak with our customer care executives on the official WhatsApp channel (during business <DATE>)",scam,other_scam,smishtank,,smishtank:others
s11801,"You have won US$260,000.00 relief fund. For clarification and claim, contact this email: <EMAIL> quoting your Reference Number: ODN/HK22/<ACCT>",scam,other_scam,smishtank,,smishtank:others
s11802,Tap to access your Instagram account:,scam,other_scam,smishtank,,smishtank:others
s11803,The Homedepot would like to issue it's customers 1 complimentary item for Black Friday. Just take a moment to finish our special store poll to claim your reward. This offer will be closing <DATE>,scam,other_scam,smishtank,,smishtank:others
s11804,"You have been granted Black Friday shopping cash, up to $3,000.00. Here, you have <DATE> to claim this offer: <URL>",scam,other_scam,smishtank,,smishtank:others
s11805,UPIBBP Confidential:Don't share if asked! E4RIhdYwIYPL8un%2Bq17dvhqcej3%2BFSrI L1sJo9hqqWwaMUuRTwuLJWe7K8%2BMGmZ %21f3f18a693bd720c962260fc4628b1c20827,scam,other_scam,smishtank,,smishtank:others
s11806,Due to Non submission of id your out.going facility will be put on hold Within <DATE> call <PHONE>,scam,other_scam,smishtank,,smishtank:others
s11807,"Your account balance is 100 rupees and the order you received is 297 rupees. Now you need to recharge 197 to your account. The commission for completing this order is 23.76 rupees, and 320.76 rupees can be withdrawn for completion of the task, which will be received in <DATE>.",scam,other_scam,smishtank,,smishtank:others
s11808,"Dear Customer , You Have Got A Gift From FLIPKART Online Marketing Organized A Lucky Draw Contest After Registration You Can Take Car ( TATA SAFARI ) Or Money ( Rs. <ACCT> ) As Your Choice. Contact Us - <PHONE> , <DATE> , <PHONE>",scam,other_scam,smishtank,,smishtank:others
s11809,"You can never trust Liberals, Labor or again. Authorized by , United Australia Party.",scam,other_scam,smishtank,,smishtank:others
s11810,P/M Bima ! Get 5 Lac Health cover Your Application No-<ACCT>/RXXX Has Been Approved:-,scam,other_scam,smishtank,,smishtank:others
s11811,You have entered data to a website that gives access to your personal information. Check the websites you last visited here <URL>,scam,other_scam,smishtank,,smishtank:others
s11812,"Dear customer your S, document has been Reject your service will be deactivate within <URL>ll us immediately <PHONE> Thank <URL>rvej",scam,other_scam,smishtank,,smishtank:others
s11813,"<URL>: Duty Charges:Please kindly pay your charges using this New account details, B DO ACCOUNT NAME : . ANALYN ABANA REJANO. ACCOUNT NUMBER : 00562",scam,other_scam,smishtank,,smishtank:others
s11814,Against your service request for Load Change ref no <PHONE> D/N has been issued vide no. <PHONE> of Rs. 3000 dated <DATE>:10:09 .Please ensure the compliance of the D/<URL>ease ignore if already paid. - UHBVNL,scam,other_scam,smishtank,,smishtank:others
s11815,"Dear Subscriber, your by CK Narayan subscription will end <DATE>. Renew now and avail limited period discounts on other products as well.",scam,other_scam,smishtank,,smishtank:others
s11816,Google is verifying phone# of this device. hd51jc93 Learn more: <URL>,scam,other_scam,smishtank,,smishtank:others
s11817,"Dear, Flipkart is urgently hiring part-timers due to . At home you can earn rs 85600 a day. Please contact whatsapp: <ACCT> SFP",scam,other_scam,smishtank,,smishtank:others
s11818,"YOUR MOBILE NO HAS BEEN SELECTED FOR 3.8 CRORE IN THE ON GOING (EUWHO) AWARD TO CLAIM SEND YOUR NAME,AGE ,PHONE NUMBERT0-",scam,other_scam,smishtank,,smishtank:others
s11819,"Due to the pandemic, Netflix is giving everyone a free <DATE> subscription to help you stay at home. Get yo...",scam,other_scam,smishtank,,smishtank:others
s11820,"Hi Jake, Last chance to get 50% off your purchase. Valid until <DATE>. Claim your discount here: <URL>",scam,other_scam,smishtank,,smishtank:others
s11821,Your code is <ACCT>,scam,other_scam,smishtank,,smishtank:others
s11822,"Dear User, Your phone is receiving too many spam texts. Clear them now here >>",scam,other_scam,smishtank,,smishtank:others
s11823,"Good day! Your Swab Test performed last D done for Aggressive Community Testing indicates that you are NEGATIVE for COVID-19. Nevertheless, we still advise the following: Get adequate rest; Eat right and healthy, drink plenty of water; Wear your face mask and face shield; Practice social distancing; Practice proper hygiene and don't share personal belongings; Seek early consultation when experiencing any symptoms; Don't hesitate to call or text hotline. Thank you. “We Work As One We Heal As One”",scam,other_scam,smishtank,,smishtank:others
s11824,Hello! Your complaint dated <DATE> 08:11:47 PM with reference number <ACCT>-<DATE> is registered. We assure resolution by <DATE> 06:00:00 PM. Hello! your concern for DND has been resolved successfully. SR No. 4-<ACCT>. You may APPEAL within <DATE> of complaint closure in case of any dispute. Thank you,scam,other_scam,smishtank,,smishtank:others
s11825,"Find my iPhone. Movimiento detectado <DATE> 7 128GB Black, ver actividad en: <URL> Support.",scam,other_scam,smishtank,,smishtank:others
s11826,"Hi , 5 points have been added to your profile! You are now 10 points away from reaching your goal. Text CoffeeTime to 71441 to check your loyalty card.",scam,other_scam,smishtank,,smishtank:others
s11827,"I'm , the Powerball winner of $768.4 Million in Powerball Millions jackpot, click here to see my winning interview <URL> I'm donating to 200 random individuals. If you get this message then your ## was selected after a spin ball. I have spread most of my wealth over a number of charities & organizations click on this link to learn more <URL>",scam,other_scam,smishtank,,smishtank:others
s11828,"Acct:100**309 DT:<DATE>:12:22:53PM TRF FRM CARL TO RENAL CR Amt:800,000.00 Bal:800,000.00 REF:<ACCT>",scam,other_scam,smishtank,,smishtank:others
s11829,Don't lose cashback of Rs20 on <DATE>...,scam,other_scam,smishtank,,smishtank:others
s11830,"received Your message, To upgrade your email address click on the link.",scam,other_scam,smishtank,,smishtank:others
s11831,Dear Student I am a HR . We are hiring for part/ full time job. Now you can earn Rs.9800 every day. Apply now,scam,other_scam,smishtank,,smishtank:others
s11832,- you at the demo?,scam,other_scam,smishtank,,smishtank:others
s11833,"Your query has been resolved. For more details, please click <URL> here. - Team Myntra.",scam,other_scam,smishtank,,smishtank:others
s11834,"Dear Customer, Reference your DND SR# SR000016R0BQ, the concerned operator has reverted that the reported call/SMS details were insufficient for taking further action. Please register a fresh complaint with complete details.",scam,other_scam,smishtank,,smishtank:others
s11835,New | voicemail: <URL>,scam,other_scam,smishtank,,smishtank:others
s11836,"SMS is a scam. Please note that if you get an SMS with a 9 number TymeCode it is a scam. We also would not send customers an SMS requesting them to click a link and put in their details to redeem a SendMoney voucher. Please do ignore, block or delete the number and remember to not give out your.",scam,other_scam,smishtank,,smishtank:others
s11837,Happy Birthday! Wishing you all the best for <DATE> and in the future - from all the team at,scam,other_scam,smishtank,,smishtank:others
s11838,"Click the link to see our winning claim/<URL> We are donating $3,000 each to 500 random individuals. We congratulate you cause your Cell# was randomly picked after a spin ball. We have decided to help due to the COVID-19 pandemic. To claim your win, please send a text with your full name and a clear picture of your ID front and back to Mr on <PHONE>. (The agent in charge of your payment and identity verification). Note: To get your payment is free of charge. A valid ID will be needed for the identity verification on <URL> and 15mins of your time for selfie verification.",scam,other_scam,smishtank,,smishtank:others
s11839,"() Amazon urgently recruiting for part-time jobs, you can earn 3000-10000 Rs every day, add Whatsappt: <URL>",scam,other_scam,smishtank,,smishtank:others
s11840,"Dear student, we will be adding your allowance as per initial agreement. An agent will contact you to validate your details. Issued by . Ref no: <ACCT>",scam,other_scam,smishtank,,smishtank:others
s11841,"Hello sir, welcome to dating services, please join us&find friends in your locations call- <PHONE>",scam,other_scam,smishtank,,smishtank:others
s11842,Invoice: <ACCT> Retailer You have purchased fertilizers from Om Traders. Product | Qty.: ) | 8.0(45 Kg Bag) Imported DAP | 2.0(50 Kg Bag) Total Amount(Rs.): 4628.0 Subsidy to be borne by the Govt. on behalf of farmer(Rs.):5036.74,scam,other_scam,smishtank,,smishtank:others
s11843,"Dear Customer,Congratulation! You are the winner In FLIPKART <URL> 1st prize,MAHINDRA XUV500 Two options for receiving your prize 1-HOME DELIVERY,OR, 2-Marketing Value (RS-12,60,000) by registration Charge-3500. Help Center :- <PHONE>",scam,other_scam,smishtank,,smishtank:others
s11844,Your application for the Cashier position is successful! Click here for more info about the position-<URL>,scam,other_scam,smishtank,,smishtank:others
s11845,"Hi, My name is Mrs. and I am a Foreign Investor, I want to invest in India & I need your service urgently. Pls email me: <EMAIL>",scam,other_scam,smishtank,,smishtank:others
s11846,Wing In Travel Advisory Pri... is requesting your account details to process the amount of Rs. 2374. Enter your details here <URL> This link is valid till <DATE>. - Powered by Cashfree,scam,other_scam,smishtank,,smishtank:others
s11847,Only 200rs to activate your account. We guarantee you will earn 300rs-8000rs every day.Whats- App: <URL>,scam,other_scam,smishtank,,smishtank:others
s11848,Reply YES to confirm your request for,scam,other_scam,smishtank,,smishtank:others
s11849,"Hi Jake, Last chance to claim your purchase was flagged for review. Claim your discount <DATE>.",scam,other_scam,smishtank,,smishtank:others
s11850,This is for [REDACTED]. Your 0nline is disabled. See below:,scam,other_scam,smishtank,,smishtank:others
s11851,Hi can you please WhatsApp me on,scam,other_scam,smishtank,,smishtank:others
s11852,"I have an urgent and important message for you, Please contact me through my email: (<EMAIL>)",scam,other_scam,smishtank,,smishtank:others
s11853,Hey your Application has been approved at TRANSNET SPOORNET COMPANY COMPANY ACCESS :NR 3554 REFF : 2444 REG : 3548 TIME :<DATE> TO CONFIRM YOUR ATTENDANCE AND FINALIZE YOUR BOOKINGS CONTACT HR MR +<ACCT>,scam,other_scam,smishtank,,smishtank:others
s11854,"Hello, excuse me, Im from the commercial department of Lazada company, Invites you to do part-time work at home. You can easily earn 3,000 pesos every day. If you are interested, please add my WhatsApp consultation: <URL>",scam,other_scam,smishtank,,smishtank:others
s11855,Hi NOTICE You are selected for an interview in L&T. To Download Your Interview Letter Kindly Visit: <URL> Thanks Mopl,scam,other_scam,smishtank,,smishtank:others
s11856,"<DATE> AS per our previous message. Please contact us at, office2?<URL>, Quote Ref:",scam,other_scam,smishtank,,smishtank:others
s11857,"Hello Congratulations, you won an iPhone 12! As part of Takealot 2021 Rewards Program You've been selected as perfect candidate Click this link to get your iPhone 12",scam,other_scam,smishtank,,smishtank:others
s11858,Bima Yojana! Your Application No- <ACCT>/RW58R747/<ACCT> Has Been Approved Please Check The Status:-,scam,other_scam,smishtank,,smishtank:others
s11859,"<EMAIL> ! Your payment was declined due to an issue with your account: <URL> DISCLAIMER: ""This e-mail message including any of its attachments is intended solely for the addressee(s) and may contain privileged information. If you are not the ad",scam,other_scam,smishtank,,smishtank:others
s11860,"Rs 49,000 credited@UPI frm A/c on <URL>t your amount by simply verifying your PAN.",scam,other_scam,smishtank,,smishtank:others
s11861,added you as reference on GalaxyCard. Call them on <PHONE> to stop against them. If you don't know them click here: <URL>,scam,other_scam,smishtank,,smishtank:others
s11862,"You are invited for Business INTERVIEW to work with EMPIRE NG, On Mon 24/03 BY <DATE> beside veterinary clinic ungwan pama Road . Hr:Pat",scam,other_scam,smishtank,,smishtank:others
s11863,"Form this no now u cant work Give back my money Other wise Heal this torture Share your this no Everywhere All the tym u received the call Video call Believe it or not, I can’t work, so after you complete the order, your work account balance is 164k and you won’t be able to get a penny. Do you know who our boss is No I dont want to know about that mother fucker Who r stealing our hard earnd money",scam,other_scam,smishtank,,smishtank:others
s11864,"Dear I am the manager of , looking for a partner, salary is 1500-8000/day, contact vvhatatsapp: <URL> JVMShyamali",scam,other_scam,smishtank,,smishtank:others
s11865,"You have a digital letter from Central Middlesex Hospital regarding your outpatient appointment. Please log in to the following link with the PIN 2281 and your DOB on your smartphone, tablet, laptop or PC. Thank you",scam,other_scam,smishtank,,smishtank:others
s11866,"Dear Customer Congratulations you are winner of First prize TATA SAFARI car Cost-12,<URL>om FLIPKART <URL> Helpline-<PHONE>",scam,other_scam,smishtank,,smishtank:others
s11867,"Congratulation, Dear our Customer Monukumar, You've Won Paytm Reward Rs.549, Claim Now and Withdraw it.",scam,other_scam,smishtank,,smishtank:others
s11868,confirming collecting money,scam,other_scam,smishtank,,smishtank:others
s11869,"Hi , Due to unavoidable circumstances, we need to change* your booking UORF9411 to another hotel. Click on <URL> to select new hotel. We're sorry for inconvenience caused. For any concern, click <URL> Thanks for choosing OYO. *T&C Apply",scam,other_scam,smishtank,,smishtank:others
s11870,"Hi , are you looking for a part-time job ? Minimum salary <ACCT>-500 per day depend on you . No need any application fee . Easy steps , any time , any where . Can be done on phone . If you are intrested feel free to contact via whatsapp. Whatsapp:<PHONE>",scam,other_scam,smishtank,,smishtank:others
s11871,Congratulation you have become a winner in the 1st prize by amazon company. this valid for <DATE>. please contact no.- <PHONE> T&C Apply.,scam,other_scam,smishtank,,smishtank:others
s11872,: Did you just access your account from a new device or location? Let us know: <URL>,scam,other_scam,smishtank,,smishtank:others
s11873,Flipkart Update: Congratulations. You have successfully claimed 's Gift Voucher worth Rs.301 on the Rewards Store using 298 SuperCoins and Rs. 3. Find your claimed reward here:,scam,other_scam,smishtank,,smishtank:others
s11874,"New COVID-19 money making project, earn 200-10000rs per day, Reply me '1' click the link to add my wha-tsapp: <URL> <ACCT>",scam,other_scam,smishtank,,smishtank:others
s11875,"Amazon urgently recruiting for part-time jobs, you can earn 3000-15000 rs every day, add Whatsapp: <URL> (Jingyo tech pvt ltd)",scam,other_scam,smishtank,,smishtank:others
s11876,"Hi Ramya, did you get my text? President",scam,other_scam,smishtank,,smishtank:others
s11877,Thank you for ordering with Pizzahut. Please rating us at <DATE>,scam,other_scam,smishtank,,smishtank:others
s11878,"HPGas BookingNo CashMemo <ACCT> Dt <DATE> Rs.902.5,is generated.EZYGAS Authentication Code is ****plz share it to upon delivery",scam,other_scam,smishtank,,smishtank:others
s11879,Netflix: We have recently suspended the use off your account. Please update your billing information via: <URL> to continue watching.,scam,other_scam,smishtank,,smishtank:others
s11880,Clear your dues on Ola Your pending bill with has locked you out of using our services. Clear dues of Rs.824.0 to keep riding cashless. Pay here now:,scam,other_scam,smishtank,,smishtank:others
s11881,"Netflix: Your recent bill was NOT paid, To avoid any fees please update your billing information via <URL>",scam,other_scam,smishtank,,smishtank:others
s11882,: The Visibility of your FB page has been restricted - Visit the secured link for more info: <URL>,scam,other_scam,smishtank,,smishtank:others
s11883,"HI I AM DIPIKA CALL ME <URL>D MEET HIGH PROFILE WOMEN & FULL FILL YOUR DREAMS, or FULL ENJ@YMENT. GUYS E@RN 25K TO 35K PER <URL>TALLY SAFE AND SECURE",scam,other_scam,smishtank,,smishtank:others
s11884,VIP Mobile Numbers <PHONE> <PHONE> <PHONE> <PHONE> <PHONE> <PHONE> <PHONE> 78-78-78-78 Call back to book <PHONE>,scam,other_scam,smishtank,,smishtank:others
s11885,Stock with Retailer(<ACCT>) of your last purchase as on:<DATE> Agency Name :IFFDC Mubarikpur Product | Qty(in 50 Kg Bags) Urea (45 Kg Bag) | 468,scam,other_scam,smishtank,,smishtank:others
s11886,"There is a part-time job, using a mobile phone at home, can earn 300-3000 rupees a day, work <DATE>. Click:",scam,other_scam,smishtank,,smishtank:others
s11887,"Rs 35.00 deducted for Toll Charges at (UP32FZ3067), txn ID 861618296411533797517P.",scam,other_scam,smishtank,,smishtank:others
s11888,Hey! [FreshRupee]Don't waste your good credit! High approval rate and high credit limit! Click: <URL> now.,scam,other_scam,smishtank,,smishtank:others
s11889,"Hello, i need you to pick up my wife and it seems that am unable to connect you via the app. Do you have a phone number she can call you On, if you do, kindly send it. she doesn't have Uber on her phone, so I'm requesting on her behalf, can I have a phone number she can reach you are you there can I have your phone number",scam,other_scam,smishtank,,smishtank:others
s11890,"Dear , You have successfully been vaccinated with your <DATE> Dose with COVAXIN on <DATE> at <DATE>. You may download your vaccination Certificate from -",scam,other_scam,smishtank,,smishtank:others
s11891,"Beware while dealing based on unsolicited tips through Whatsapp,telegram,SMS,calls,etc. and take an informed decision. Visit",scam,other_scam,smishtank,,smishtank:others
s11892,"Amazon urgently recruiting for part-time jobs, you can earn 5000-<ACCT> rs every day, add Whatsapp:<URL>",scam,other_scam,smishtank,,smishtank:others
s11893,"There has been a login attempted from a new device. If this was not you, follow the steps here",scam,other_scam,smishtank,,smishtank:others
s11894,"username >> ash_letty +++ Interested ppl message me only +++ if you want to meet up >> My meet up charge$100 << Daily Stories, , ), Daily sexting<< My premium price $20 <<< Lifetime premium $40 =<< MY all videos and live video calling only$20 >>> Add me on username >> ash_letty",scam,other_scam,smishtank,,smishtank:others
s11895,"For product ""Clovia Women Green Printed Lounge Shorts"" I have approved return request. The product will get picked up in <DATE>.",scam,other_scam,smishtank,,smishtank:others
s11896,PROFIT WITHOUT RISK INVEST WITH AUTOTRADIN...,scam,other_scam,smishtank,,smishtank:others
s11897,"Govt Approved 4G/5G towers in your Plot,house spare space 30000 rental advance+1 <DATE> insurance+2 job",scam,other_scam,smishtank,,smishtank:others
s11898,Congratulations! You could qualif...,scam,other_scam,smishtank,,smishtank:others
s11899,Your Cambridge Water E-bill is heading your way. Find out more here,scam,other_scam,smishtank,,smishtank:others
s11900,"Debit Amt:NGN220.50 /WEB PMT <URL> Time:<DATE> @21:32:03 Avail Bal:NGN114,005.34 Total Bal:NGN114,005 Credit Amt:NGN220.50 /WEB PURCHASE ROU Time:<DATE> @21:32:07 Avail Bal:NGN114,225.84 Total Bal:NGN114,225.84 Debit Amt:NGN20,295.00 Dr Acc:002******035 Desc:POS/WEB PMT <URL> Sender does not support replies",scam,other_scam,smishtank,,smishtank:others
s11901,"urgently recruiting for part-time jobs, you can earn",scam,other_scam,smishtank,,smishtank:others
s11902,"Done, click on the link and get your money",scam,other_scam,smishtank,,smishtank:others
s11903,"Congratulations , we tried to reach you regarding the Easter PRIZE from JB-HIFI - Claim it now :",scam,other_scam,smishtank,,smishtank:others
s11904,", we'll hold Rx BL for <DATE> at CVS Pharmacy. Pick up <DATE>. Text your DOB as mmdd to get the full drug name. Or visit <URL> Text HELP for help or STOP to stop all SMS. SMS terms and conditions: <URL> I'm sorry I don't understand. For full Rx name, input your birthday as <DATE> of <DATE> and <DATE>. More details at: <URL>",scam,other_scam,smishtank,,smishtank:others
s11905,"Dear customer, your documents have been pending your Number will be cancel more inquiry call us <DATE> immediately customer care Thank you",scam,other_scam,smishtank,,smishtank:others
s11906,"I will send you an invitation link to register for ID work. After the registration is successful, ID will submit an application for 200rs newcomer award to me. Registration link: <URL>",scam,other_scam,smishtank,,smishtank:others
s11907,",welcome back! We received your application, thanks for your request: <URL>",scam,other_scam,smishtank,,smishtank:others
s11908,Congrats! You have unlocked a scratch card for special offer on ZEE5 subscription. Click link <URL> to redeem. Rgds BFL,scam,other_scam,smishtank,,smishtank:others
s11909,"[BNT] Dear urgently recruiting for part-time jobs, you can earn 3000-10000 Rs every day, Click here to get yours",scam,other_scam,smishtank,,smishtank:others
s11910,"HT Media has requested payment of Rs. 899.00 (Purpose: HT For 1 Year-<ACCT>). Click <URL> to pay. Regards, Team Paytm",scam,other_scam,smishtank,,smishtank:others
s11911,"Dear , This is regarding Extended Warranty with JFLKFI2AH0309 for your LED TV. Claim CLJF23022100477 has been Successfully completed. For more details please check your registered Email ID.",scam,other_scam,smishtank,,smishtank:others
s11912,Vat On Sms Alert Charge For 19feb2021-25mar2021,scam,other_scam,smishtank,,smishtank:others
s11913,"Dear Customer, <URL>M Will Be Blocked <URL>M Documents Expire Please Call Helpline Number-<PHONE> Within <URL>ank you",scam,other_scam,smishtank,,smishtank:others
s11914,"Part-time, <DATE> salary of 3,000 rupees no time limit, no fees please contact customerservice. Please add Whats-App:<URL>",scam,other_scam,smishtank,,smishtank:others
s11915,"Hello, I'm sorry, I sent you a 6-digit code by SMS by mistake, can you pass it to m...",scam,other_scam,smishtank,,smishtank:others
s11916,"Dear Customer, Your lost iPhone 12 has been found <DATE> at <DATE>. View location at: <URL> Apple Support",scam,other_scam,smishtank,,smishtank:others
s11917,Here's the link you requested to download the NNNow app : h,scam,other_scam,smishtank,,smishtank:others
s11918,Grievance PROFIT WITHOUT RISK INVEST WITH AUTOTRADING SYSTEM AND GET <DATE> 4% TO 5% OF YOUR CAPITAL FOR MORE,scam,other_scam,smishtank,,smishtank:others
s11919,"Hi Online part-time work can earn 200-2000 rupees a day, and 100 rupees in <DATE>. Whats-app reply 1 on <URL> Regards",scam,other_scam,smishtank,,smishtank:others
s11920,"Hi are u Johan? it's .. we msged on Coffee Meets Bagel before when I came down to hang with my grandmother but we never connected irl,, Im back in the area <DATE> if ya want 2 truly go out while I'm here, r ya up for it?",scam,other_scam,smishtank,,smishtank:others
s11921,"Another device is receiving your transfer TAC. If it is you ignore it. If it is not you, log in and re-bind the device.",scam,other_scam,smishtank,,smishtank:others
s11922,IMPORTANT- Update: <URL>,scam,other_scam,smishtank,,smishtank:others
s11923,"Few <URL>-CSE seats are left in SRM University, under Mgt Quota Assured Admission in main Campus India No 1 university 100% Placement Ph- <PHONE>",scam,other_scam,smishtank,,smishtank:others
s11924,"Dear I am project manager, We have received your query work from home & earn 8000 RS. Please click <URL> to share your details and apply. MNJSIN",scam,other_scam,smishtank,,smishtank:others
s11925,"Dear User, This is to let you know that our web-mail server will be upgraded and maintained soon. If you don't want your e-mail account to be terminated during the upgrade, Send ""[redacted]"" to 6-0-5-5-5-5-5-1-1-1-1. [altered] You will receive instructions on how to upgrade your account via text message. If you do not comply with the above, your email access will be disabled. Please accept our apologies for any inconvenience this may cause. Regards, System Administrator [redacted]",scam,other_scam,smishtank,,smishtank:others
s11926,"Your One-Time PIN is ***** DO NOT SHARE THIS WITH ANYONE. If you did not request for an , please call TYU at (02) 0000-0000",scam,other_scam,smishtank,,smishtank:others
s11927,Your Netflix account will be locked because your payment was declined <URL>,scam,other_scam,smishtank,,smishtank:others
s11928,"Dear urgently recruiting for part-time jobs, you can earn <PHONE> Rs every day, Click here to get yours:",scam,other_scam,smishtank,,smishtank:others
s11929,"TRUMP ALERT: Trump is making his comeback with a social media platform all his own, and we want YOU to join! Will you join? <URL>",scam,other_scam,smishtank,,smishtank:others
s11930,"Welcome to Momentum Medical Scheme. Your membership no. is <DATE>. Please note all contributions due will be deducted on <DATE>. For queries, call <ACCT>.",scam,other_scam,smishtank,,smishtank:others
s11931,Thanks for reaching out to Myntra's Customer Care. We understand your concern and have registered a complaint IN210829140427632 <DATE> to resolve your issue on priority. You can expect the issue to be resolved by <DATE> please click here. - Team Myntra.,scam,other_scam,smishtank,,smishtank:others
s11932,"["": We're surprising my father with a MASSIVE Birthday Card & I want him to see YOUR NAME. You have <DATE>. Sign the card NOW: <URL>"", ""MEMBERSHIP STATUS: PENDING\nYou have <DATE> LEFT to activate your Trump Founding Membership. Don't let President down. Join NOW: <URL>"", 'CONGRATULATIONS! You won a set of Save America Pint Glasses! You have <DATE> to claim from President . Donate $40 & claim NOW: <URL>', ""Pres Trump: Do you agree the should require voter ID to vote in our Elections? I'll look for your answer in 1HR! Take the survey:""]",scam,other_scam,smishtank,,smishtank:others
s11933,More Supermarkets has requested money from you on . Rs.1054 will be debited from your account on approving the request -,scam,other_scam,smishtank,,smishtank:others
s11934,You Paid Rs.26 at faridabad Toll Plaza of HR26CF5801 on <DATE> 19:21:01. Rs.877.00 Txn ID: FT2107619106832633,scam,other_scam,smishtank,,smishtank:others
s11935,26499 is your Facebook code H29Q+Fs n4Sr,scam,other_scam,smishtank,,smishtank:others
s11936,Congrat Your Mobile No have won 2Crore And Iphone 12 from Apple Company Uk Send Your Name Addrss <DATE> Mobile no Account branch IFSC Cod,scam,other_scam,smishtank,,smishtank:others
s11937,"SPECIAL PROJECT OF GMA KAPUSO FOUNDATION. Inform ur sim# had won php750,000 2nd prize winner 4r more info pls call me now I'm atty. VIRGILIO MENDEZ.DTI #10211S21",scam,other_scam,smishtank,,smishtank:others
s11938,"Hi () Amazon urgently recruiting for part-time jobs, you can earn 3000-10000 Rs every day, add Whatsapp: <URL>",scam,other_scam,smishtank,,smishtank:others
s11939,Dear Customer Please Verify the transaction on your Amazon Account of $178.79 for kindle. If you have not placed this order please call us back at <PHONE>.,scam,other_scam,smishtank,,smishtank:others
s11940,Your Apple ID Verification Code is: 58,scam,other_scam,smishtank,,smishtank:others
s11941,"Hi RapidX urgently recruiting for part-time jobs, you can earn 3000-10000 Rs every day, add Whatsapp: <URL>",scam,other_scam,smishtank,,smishtank:others
s11942,Dear customer your docu-ment rejected service block and deactivated plz customer care no <PHONE> immediately call thankyou,scam,other_scam,smishtank,,smishtank:others
s11943,are being replaced by LEDGER LIVE,scam,other_scam,smishtank,,smishtank:others
s11944,"New COVID-19 money making project, earn 200-10000rs per day, Reply me '1' click the link to add my wha-tsapp: <URL>",scam,other_scam,smishtank,,smishtank:others
s11945,", as ’s awesome customer you can grab our recliner at INR 10,000 on Amazon! Shop <URL> before the offer expires!",scam,other_scam,smishtank,,smishtank:others
s11946,"Hi, <ACCT> is your <DATE> on <URL>. Pl",scam,other_scam,smishtank,,smishtank:others
s11947,"Dear Customer, Booking reference Your destination remains impacted by strict entry restrictions to travellers. Please visit the attached link to see your booking options. Please make your selection by <DATE> (<DATE> time) <DATE>. If we don't hear from you we will retain your booking.",scam,other_scam,smishtank,,smishtank:others
s11948,Costco#<ACCT>: Your <DATE> cashback reward is now available. Claim it on,scam,other_scam,smishtank,,smishtank:others
s11949,11 voted via the official App!,scam,other_scam,smishtank,,smishtank:others
s11950,"Part-time, <DATE> salary of 3,000 rupees, no time limit, no fees, please contact customer <URL>ease add Whats-App: <URL>",scam,other_scam,smishtank,,smishtank:others
s11951,"PNB MetLife Insurance co. Policy no:-<ACCT> Issue date:-<DATE> Plan name:-Met Guarented Income Plan Policy term:-20 year Premium paying term:-12 year Premium amount:-50k/year Fund value:-1,88,412 Customer relationship manager is:-Mr.N.K <PHONE>",scam,other_scam,smishtank,,smishtank:others
s11952,SMS Alert Fee-24/02-<DATE>,scam,other_scam,smishtank,,smishtank:others
s11953,"Dear Customer Mr./Ms. FLKT urgently recruits Part-job. <DATE> salary about 10,000 rs. <DATE> and above. Accept WA job: <URL>",scam,other_scam,smishtank,,smishtank:others
s11954,REGISTER FOR VACCINE NOW for people 18+ above!! Apply for vaccine with My-Vaci app. Download link below Link:,scam,other_scam,smishtank,,smishtank:others
s11955,OTP NOTICE-<ACCT> Hi-<PHONE> Your profile is match in our company for a Job. To Download your interview letter Click Here- <URL> Thanks,scam,other_scam,smishtank,,smishtank:others
s11956,<DATE> is here and so are t...,scam,other_scam,smishtank,,smishtank:others
s11957,NotificationTeam-TwitterSupport - Verify your account within <DATE> to avoid access locked! *?,scam,other_scam,smishtank,,smishtank:others
s11958,IMPORTANT: Recall of SOME KOO & Hugo's defective cans manufactured from <DATE> to <DATE>. For more info visit Reply STOP to opt-out,scam,other_scam,smishtank,,smishtank:others
